key_index,configuration_key,value_status,source
61,ARMAGEDDON_WARNING,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
62,ARMAGEDDON_LENGTH,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
63,MISSION_TERRAIN_NEBULA_PROBABILITY,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
64,MISSION_TERRAIN_ASTEROID_PROBABILITY,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
65,MISSION_TERRAIN_DEBRIS_PROBABILITY,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
66,MISSION_TERRAIN_SPACE_PROBABILITY,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
67,MISSION_TERRAIN_VOTING_CHANCESTEP,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
68,MISSION_DEBRIS_DEFAULT_PROBABILITY,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
69,MISSION_DEBRIS_VOTING_CHANCESTEP,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
70,RESOURCE_NODE_CAPTURE_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
71,MISSION_RESNET_RESOURCE_TICK_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
72,MASS_DRIVER_RANDOMNESS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
73,TORPEDO_RANDOMNESS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
74,LASER_RANDOMNESS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
75,BOMBLET_SPRAY_RANDOMNESS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
76,PHASED_ENERGY_BEAM_RANDOMNESS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
77,SNIPER_CANNON_RANDOMNESS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
78,MISSILE_LAUNCHER_RANDOMNESS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
79,POINT_DEFENCE_LASER_RANDOMNESS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
80,COUNTERMEASURE_LAUNCHER_RANDOMNESS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
81,MASS_DRIVER_PROJECTILES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
82,LASER_PROJECTILES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
83,BOMBLET_SPRAY_PROJECTILES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
84,PHASED_ENERGY_BEAM_PROJECTILES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
85,TORPEDO_PROJECTILES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
86,SNIPER_CANNON_PROJECTILES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
87,MISSILE_LAUNCHER_PROJECTILES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
88,POINT_DEFENCE_LASER_PROJECTILES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
89,COUNTERMEASURE_LAUNCHER_PROJECTILES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
90,MASS_DRIVER_PROJECTILE_LIFE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
91,TORPEDO_PROJECTILE_LIFE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
92,BOMBLET_SPRAY_PROJECTILE_LIFE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
93,SNIPER_CANNON_PROJECTILE_LIFE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
94,MISSILE_LAUNCHER_PROJECTILE_LIFE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
95,COUNTERMEASURE_LAUNCHER_PROJECTILE_LIFE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
96,DEFAULT_FIRING_LEEWAY,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
97,SNIPER_CANNON_FIRING_LEEWAY,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
98,MASS_DRIVER_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
99,TORPEDO_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
100,LASER_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
101,BOMBLET_SPRAY_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
102,PHASED_ENERGY_BEAM_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
103,MACHINE_GUN_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
104,SNIPER_CANNON_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
105,MISSILE_LAUNCHER_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
106,POINT_DEFENCE_LASER_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
107,COUNTERMEASURE_LAUNCHER_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
108,MASS_DRIVER_RELOAD,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
109,TORPEDO_RELOAD,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
110,LASER_RELOAD,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
111,BOMBLET_SPRAY_RELOAD,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
112,PHASED_ENERGY_BEAM_RELOAD,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
113,MACHINE_GUN_RELOAD,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
114,SNIPER_CANNON_RELOAD,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
115,FIGHTER_BAY_RELOAD,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
116,POINT_DEFENCE_LASER_RELOAD,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
117,MASS_DRIVER_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
118,TORPEDO_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
119,LASER_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
120,FIGHTER_BAY_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
121,SPINNING_BLADE_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
122,SNIPER_CANNON_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
123,BOMBLET_SPRAY_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
124,PHASED_ENERGY_BEAM_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
125,MACHINE_GUN_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
126,GRAPPLING_HOOK_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
127,MISSILE_LAUNCHER_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
128,POINT_DEFENCE_LASER_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
129,COUNTERMEASURE_LAUNCHER_AIMSPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
130,MASS_DRIVER_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
131,TORPEDO_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
132,LASER_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
133,FIGHTER_BAY_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
134,SPINNING_BLADE_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
135,SNIPER_CANNON_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
136,BOMBLET_SPRAY_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
137,PHASED_ENERGY_BEAM_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
138,MACHINE_GUN_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
139,GRAPPLING_HOOK_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
140,MISSILE_LAUNCHER_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
141,POINT_DEFENCE_LASER_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
142,COUNTERMEASURE_LAUNCHER_AIMARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
143,MASS_DRIVER_PROJECTILE_DAMAGE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
144,TORPEDO_PROJECTILE_DAMAGE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
145,LASER_BEAM_PROJECTILE_DAMAGE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
146,MACHINE_GUN_PROJECTILE_DAMAGE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
147,SNIPER_CANNON_PROJECTILE_DAMAGE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
148,BOMBLET_SPRAY_PROJECTILE_DAMAGE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
149,EXPLOSION_PROJECTILE_DAMAGE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
150,POINT_DEFENCE_LASER_PROJECTILE_DAMAGE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
151,POINT_DEFENCE_LASER_PROJECTILE_INTERCEPT_DAMAGE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
152,MASS_DRIVER_PROJECTILE_ONDAMAGE_PARTICLES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
153,TORPEDO_PROJECTILE_ONDAMAGE_PARTICLES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
154,PHASED_ENERGY_BEAM_PROJECTILE_ONDAMAGE_PARTICLES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
155,SNIPER_CANNON_PROJECTILE_ONDAMAGE_PARTICLES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
156,BOMBLET_SPRAY_PROJECTILE_ONDAMAGE_PARTICLES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
157,EXPLOSION_PROJECTILE_ONDAMAGE_PARTICLES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
158,POINT_DEFENCE_LASER_PROJECTILE_ONDAMAGE_PARTICLES,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
159,MASS_DRIVER_ENERGY_USED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
160,TORPEDO_ENERGY_USED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
161,LASER_ENERGY_USED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
162,BOMBLET_SPRAY_ENERGY_USED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
163,PHASED_ENERGY_BEAM_ENERGY_USED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
164,MACHINE_GUN_ENERGY_USED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
165,SNIPER_CANNON_ENERGY_USED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
166,MISSILE_LAUNCHER_ENERGY_USED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
167,COUNTERMEASURE_LAUNCHER_ENERGY_USED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
168,POINT_DEFENCE_LASER_ENERGY_USED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
169,TORPEDO_ACCELERATION,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
170,THRUSTER_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
171,THRUSTER_BOOSTER_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
172,THRUSTER_SMALL_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
173,VELOCITY_SUSTAIN,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
174,VELOCITY_SUSTAIN_MAX,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
175,ANGULAR_VELOCITY_SUSTAIN,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
176,THRUSTER_PARTICLE_SPEED_DOWNSHIFT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
177,THRUSTER_PARTICLE_LIFE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
178,ANGULAR_FORCE_DOWNSHIFT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
179,ANGULAR_VELOCITY_SUSTAIN_MAX,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
180,TORQUE_DOWNSHIFT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
181,MOMENT_OF_INERTIA_PREDIVIDE_DOWNSHIFT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
182,MOMENT_OF_INERTIA_PERPOINT_CALC_DOWNSHIFT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
183,SPINNING_BLADE_TOP_SPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
184,SPINNING_BLADE_SPINUP_SPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
185,SPINNING_BLADE_SPINDAMAGE_MULTIPLIER,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
186,PHASED_ENERGY_BEAM_PULSETIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
187,PHASED_ENERGY_BEAM_PULSE_FADETIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
188,MACHINE_GUN_PULSETIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
189,POINT_DEFENCE_LASER_PULSETIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
190,BOMBLET_SPRAY_PUSH_MULTIPLIER,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
191,EXPLOSION_PUSH_MULTIPLIER,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
192,AI_FIRING_RANGE_UPSHIFT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
193,WORLD_WIDTH_UPSHIFT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
194,WEAPON_PARTICLE_SPEED_DOWNSHIFT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
195,WEAPON_PROJECTILE_SPEED_MULTIPLY,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
196,RESPAWN_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
197,GRAPPLING_HOOK_MAX_LENGTH,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
198,GRAPPLING_HOOK_MIN_LENGTH,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
199,GRAPPLING_HOOK_FIRE_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
200,GRAPPLING_HOOK_SPRING_CONSTANT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
201,GRAPPLING_HOOK_MAX_EXTENSION8_FORCE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
202,GRAPPLING_HOOK_COOLDOWN,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
203,GRAPPLING_HOOK_ROPE_CHANGE_RATE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
204,GRAPPLING_HOOK_ROPE_BREAK_LENGTH,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
205,MISSILES_COOLDOWN,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
206,MISSILES_EXPLOSION_POWER,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
207,MISSILES_ACCELERATION,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
208,MISSILES_TOP_SPEED,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
209,SHIELDS_TOGGLE_COOLDOWN,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
210,SHIELDS_DIRECTIONAL_IDLE_ENERGY_USAGE,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
211,SHIELDS_DIRECTIONAL_RADIUS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
212,SHIELDS_DIRECTIONAL_ARC,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
213,SHIELDS_DAMAGE_ENERGY_CONVERSION,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
